Num of parameters,Depth,K,Embedding length,Model name,Embedding name,top 0.0001,top 0.001,top 0.01,top 0.05,top 0.1,top 0.2,top 0.3,median,auc
101550,4,25,16,MOD_snn_4_25_16-75,EMB_snn_4_25_16-75,0.088203565,0.135331193,0.334813033,0.61666135,0.74735387,0.847654303,0.894284205,0.059053952,0.900190846
101550,4,25,16,MOD_snn_4_25_16-100,EMB_snn_4_25_16-100,0.082478403,0.126359023,0.3011667,0.577768563,0.714447624,0.819499779,0.871053533,0.072291379,0.882473404
101550,4,25,32,MOD_snn_4_25_32-50,EMB_snn_4_25_32-50,0.081209234,0.126116806,0.312490636,0.588325516,0.725995206,0.841604897,0.896164959,0.058229579,0.897178807
101550,4,25,32,MOD_snn_4_25_32-75,EMB_snn_4_25_32-75,0.083750137,0.135292989,0.313272941,0.581310783,0.715655733,0.834758138,0.889261157,0.062396027,0.89388359
101550,4,25,32,MOD_snn_4_25_32-100,EMB_snn_4_25_32-100,0.079277488,0.124510397,0.302438351,0.582625956,0.720110115,0.837863108,0.891013901,0.063863569,0.894208354
97920,8,12,4,MOD_snn_8_12_4-50,EMB_snn_8_12_4-50,0.03416127,0.053236866,0.16675054,0.442987038,0.609501445,0.757365642,0.829386116,0.115770859,0.844597056
97920,8,12,4,MOD_snn_8_12_4-75,EMB_snn_8_12_4-75,0.035211608,0.055812029,0.170631152,0.434398783,0.604345821,0.747857026,0.811745492,0.125463932,0.833997163
97920,8,12,4,MOD_snn_8_12_4-100,EMB_snn_8_12_4-100,0.033988506,0.054447059,0.172620308,0.442282419,0.6070982,0.750765976,0.819831296,0.120229718,0.837191658
97920,8,12,6,MOD_snn_8_12_6-50,EMB_snn_8_12_6-50,0.046511395,0.080055511,0.233430439,0.492833554,0.625818685,0.752728409,0.817985836,0.12002355,0.843067768
97920,8,12,6,MOD_snn_8_12_6-75,EMB_snn_8_12_6-75,0.054440432,0.092066702,0.252112722,0.523301124,0.655093504,0.774787998,0.836331729,0.100321012,0.854324072
97920,8,12,6,MOD_snn_8_12_6-100,EMB_snn_8_12_6-100,0.052950919,0.087570313,0.249556673,0.522075983,0.652894729,0.781186765,0.844813252,0.094944042,0.859988418
97920,8,12,8,MOD_snn_8_12_8-50,EMB_snn_8_12_8-50,0.057432349,0.092287936,0.249699571,0.531127031,0.673660827,0.797239952,0.858807952,0.087595859,0.872051432
97920,8,12,8,MOD_snn_8_12_8-75,EMB_snn_8_12_8-75,0.056269265,0.087974487,0.240906126,0.517159441,0.662455758,0.788270204,0.85009798,0.096038099,0.862987618
97920,8,12,8,MOD_snn_8_12_8-100,EMB_snn_8_12_8-100,0.054568366,0.085281885,0.229578471,0.506683021,0.658825521,0.788326978,0.851610538,0.093395132,0.863158247
97920,8,12,16,MOD_snn_8_12_16-50,EMB_snn_8_12_16-50,0.210083158,0.265007839,0.454191562,0.70375144,0.805441851,0.884828059,0.920597867,0.048814132,0.920458939
97920,8,12,16,MOD_snn_8_12_16-75,EMB_snn_8_12_16-75,0.209584798,0.258953831,0.433433382,0.692581652,0.799533332,0.88602983,0.922640598,0.047993316,0.921572533
97920,8,12,16,MOD_snn_8_12_16-100,EMB_snn_8_12_16-100,0.25661823,0.310849204,0.485538715,0.712041736,0.809853521,0.887399798,0.921382216,0.048003911,0.923242161
97920,8,12,32,MOD_snn_8_12_32-50,EMB_snn_8_12_32-50,0.088080374,0.13187511,0.301432976,0.555437334,0.709388983,0.877214938,0.924736887,0.063431021,0.905261595
97920,8,12,32,MOD_snn_8_12_32-75,EMB_snn_8_12_32-75,0.075971392,0.113485839,0.276964316,0.543072644,0.702330305,0.873385843,0.92356404,0.062606948,0.903677141
97920,8,12,32,MOD_snn_8_12_32-100,EMB_snn_8_12_32-100,0.079074732,0.122509933,0.285473424,0.534211119,0.696575832,0.869642361,0.917690313,0.065621671,0.900287194
98208,16,6,4,MOD_snn_16_6_4-50,EMB_snn_16_6_4-50,0.042729339,0.061905479,0.176344893,0.446974263,0.616709144,0.761950867,0.839972457,0.109798304,0.851138914
98208,16,6,4,MOD_snn_16_6_4-75,EMB_snn_16_6_4-75,0.036202873,0.054640585,0.166624362,0.434591075,0.596023819,0.732697929,0.805484438,0.130014565,0.830806213
98208,16,6,4,MOD_snn_16_6_4-100,EMB_snn_16_6_4-100,0.035105171,0.055859492,0.167370037,0.434451819,0.595411538,0.746693728,0.81631339,0.118928195,0.835250049
98208,16,6,6,MOD_snn_16_6_6-50,EMB_snn_16_6_6-50,0.049996819,0.080541272,0.245486094,0.530070157,0.669549124,0.795881759,0.857446785,0.092208987,0.869028657
98208,16,6,6,MOD_snn_16_6_6-75,EMB_snn_16_6_6-75,0.045069867,0.075618545,0.222172714,0.498079828,0.65011096,0.796455561,0.85915847,0.096508679,0.86581509
98208,16,6,6,MOD_snn_16_6_6-100,EMB_snn_16_6_6-100,0.043837593,0.072604719,0.219920713,0.495353813,0.638913169,0.77536295,0.843025565,0.102033706,0.857271303
98208,16,6,8,MOD_snn_16_6_8-50,EMB_snn_16_6_8-50,0.057527294,0.095100267,0.26766148,0.549185571,0.681761901,0.799271488,0.859042068,0.083270755,0.873629634
98208,16,6,8,MOD_snn_16_6_8-75,EMB_snn_16_6_8-75,0.052578215,0.091416887,0.260965001,0.541247051,0.674481451,0.790478271,0.850437841,0.087608243,0.867069004
98208,16,6,8,MOD_snn_16_6_8-100,EMB_snn_16_6_8-100,0.052640495,0.091497322,0.264875368,0.547687315,0.68060583,0.792807797,0.849637098,0.08745393,0.866865939
98208,16,6,16,MOD_snn_16_6_16-50,EMB_snn_16_6_16-50,0.059892152,0.086493932,0.19861242,0.392642902,0.495664001,0.605869337,0.674434818,0.231147455,0.744961918
98208,16,6,16,MOD_snn_16_6_16-75,EMB_snn_16_6_16-75,0.065776765,0.094963101,0.217263879,0.417244021,0.524405333,0.632161711,0.700207714,0.211096176,0.762715682
98208,16,6,16,MOD_snn_16_6_16-100,EMB_snn_16_6_16-100,0.055953265,0.083394631,0.194066268,0.389019975,0.491375376,0.595026867,0.665020868,0.237845366,0.741723314
98208,16,6,32,MOD_snn_16_6_32-50,EMB_snn_16_6_32-50,0.097480403,0.145881943,0.340712921,0.622988451,0.746830392,0.84770015,0.895969933,0.058997836,0.899939549
98208,16,6,32,MOD_snn_16_6_32-75,EMB_snn_16_6_32-75,0.091777473,0.144989655,0.328036375,0.598476921,0.723717303,0.834580427,0.886750353,0.064125268,0.893064832
98208,16,6,32,MOD_snn_16_6_32-100,EMB_snn_16_6_32-100,0.07932505,0.13054102,0.314348167,0.589600133,0.723331455,0.838568291,0.889465099,0.062500941,0.89390058
98304,24,4,4,MOD_snn_24_4_4-50,EMB_snn_24_4_4-50,0.190061006,0.234597983,0.342872364,0.555045681,0.679840598,0.79350201,0.851700469,0.094361704,0.873829062
98304,24,4,4,MOD_snn_24_4_4-75,EMB_snn_24_4_4-75,0.187994248,0.239646233,0.356476084,0.56582862,0.687083112,0.798935142,0.856882073,0.092310689,0.875970799
98304,24,4,4,MOD_snn_24_4_4-100,EMB_snn_24_4_4-100,0.180096098,0.21791647,0.330241356,0.549404679,0.678902502,0.794230014,0.855489778,0.090508886,0.874885864
98304,24,4,6,MOD_snn_24_4_6-50,EMB_snn_24_4_6-50,0.055479949,0.090101983,0.239050223,0.516647207,0.656197654,0.774343078,0.837186141,0.101667199,0.857293293
98304,24,4,6,MOD_snn_24_4_6-75,EMB_snn_24_4_6-75,0.048704844,0.076644682,0.207932923,0.47189345,0.619112063,0.747991219,0.819589297,0.116106778,0.842342151
98304,24,4,6,MOD_snn_24_4_6-100,EMB_snn_24_4_6-100,0.05332665,0.083266815,0.220673827,0.491077954,0.636082854,0.763198476,0.827243366,0.108727193,0.846605197
98304,24,4,8,MOD_snn_24_4_8-50,EMB_snn_24_4_8-50,0.057518268,0.087720189,0.236731493,0.532287775,0.697953195,0.829484089,0.885201419,0.081689808,0.883608881
98304,24,4,8,MOD_snn_24_4_8-75,EMB_snn_24_4_8-75,0.064262474,0.095663885,0.255242379,0.549800728,0.701503095,0.826351553,0.877658821,0.08838441,0.877894061
98304,24,4,8,MOD_snn_24_4_8-100,EMB_snn_24_4_8-100,0.051439567,0.082267648,0.234004614,0.528871988,0.690586084,0.824828222,0.884840014,0.077105643,0.882209107
98304,24,4,16,MOD_snn_24_4_16-50,EMB_snn_24_4_16-50,0.075291328,0.121423376,0.318200372,0.63486117,0.770011117,0.867784524,0.91041558,0.054604922,0.909070088
98304,24,4,16,MOD_snn_24_4_16-75,EMB_snn_24_4_16-75,0.082852968,0.130521831,0.308247871,0.605929724,0.743985892,0.842592551,0.891828878,0.06632039,0.896663477
98304,24,4,16,MOD_snn_24_4_16-100,EMB_snn_24_4_16-100,0.083125938,0.13046857,0.311356125,0.60484512,0.74242403,0.848819243,0.894365005,0.065729092,0.896917557
98304,24,4,32,MOD_snn_24_4_32-50,EMB_snn_24_4_32-50,0.072282876,0.120722553,0.318233284,0.605009633,0.738212093,0.845451928,0.895741218,0.058969565,0.897517861
98304,24,4,32,MOD_snn_24_4_32-75,EMB_snn_24_4_32-75,0.067970281,0.10912943,0.295390949,0.581750151,0.712688169,0.829389624,0.883730561,0.067589679,0.890113162
98304,24,4,32,MOD_snn_24_4_32-100,EMB_snn_24_4_32-100,0.064072565,0.105651219,0.290224801,0.574493541,0.71187487,0.827060131,0.882873766,0.069928962,0.886489183
98352,32,3,4,MOD_snn_32_3_4-50,EMB_snn_32_3_4-50,0.035543112,0.057317117,0.191317141,0.472070863,0.630068572,0.783527538,0.850936088,0.101279192,0.856442232
98352,32,3,4,MOD_snn_32_3_4-75,EMB_snn_32_3_4-75,0.039290606,0.061363379,0.188606868,0.465348493,0.619264574,0.758132905,0.821676816,0.118804013,0.838877041
98352,32,3,4,MOD_snn_32_3_4-100,EMB_snn_32_3_4-100,0.041099809,0.069572269,0.201409665,0.476253012,0.63121935,0.775862526,0.837932702,0.105988667,0.850867657
98352,32,3,6,MOD_snn_32_3_6-50,EMB_snn_32_3_6-50,0.055552896,0.092272878,0.246121118,0.50849092,0.646227624,0.780526387,0.843916466,0.101085053,0.856750565
98352,32,3,6,MOD_snn_32_3_6-75,EMB_snn_32_3_6-75,0.052532543,0.080298085,0.217712537,0.478144657,0.623580466,0.767662505,0.835596865,0.105176164,0.850282398
98352,32,3,6,MOD_snn_32_3_6-100,EMB_snn_32_3_6-100,0.051476416,0.083101693,0.238062152,0.502482486,0.647288893,0.787473162,0.854951195,0.093572702,0.862363272
98352,32,3,8,MOD_snn_32_3_8-50,EMB_snn_32_3_8-50,0.183123836,0.240164799,0.414590666,0.65669429,0.771676493,0.862866665,0.906696301,0.059068546,0.909130526
98352,32,3,8,MOD_snn_32_3_8-75,EMB_snn_32_3_8-75,0.166532263,0.227214805,0.401369469,0.649235181,0.763932988,0.85171839,0.891664898,0.065783468,0.900293326
98352,32,3,8,MOD_snn_32_3_8-100,EMB_snn_32_3_8-100,0.19304331,0.255050562,0.418656575,0.638437243,0.745543505,0.835518441,0.877256586,0.072714073,0.891847742
98352,32,3,16,MOD_snn_32_3_16-50,EMB_snn_32_3_16-50,0.073263326,0.114521654,0.297626156,0.591386139,0.734128514,0.836860524,0.890018648,0.069093302,0.893245783
98352,32,3,16,MOD_snn_32_3_16-75,EMB_snn_32_3_16-75,0.06968486,0.111272249,0.290539742,0.589212235,0.737203967,0.845261605,0.892400666,0.065356823,0.895739561
98352,32,3,16,MOD_snn_32_3_16-100,EMB_snn_32_3_16-100,0.091576717,0.133478998,0.314229821,0.596835765,0.727593042,0.828543429,0.877677273,0.075833217,0.887890332
98352,32,3,32,MOD_snn_32_3_32-50,EMB_snn_32_3_32-50,0.093202932,0.143309689,0.322536305,0.58928114,0.715125677,0.828945373,0.880915626,0.062623004,0.889511269
98352,32,3,32,MOD_snn_32_3_32-75,EMB_snn_32_3_32-75,0.100889248,0.146022458,0.334693482,0.60449534,0.724569247,0.830360491,0.881150605,0.065281483,0.890016156
98352,32,3,32,MOD_snn_32_3_32-100,EMB_snn_32_3_32-100,0.086797489,0.131179917,0.301351012,0.563035636,0.682733004,0.796478141,0.858625753,0.079622,0.873998228
201600,4,48,4,MOD_snn_4_48_4-50,EMB_snn_4_48_4-50,0.032622123,0.049969914,0.147423394,0.384678106,0.545080692,0.70709351,0.796836902,0.13422724,0.823235436
201600,4,48,4,MOD_snn_4_48_4-75,EMB_snn_4_48_4-75,0.03463065,0.05350797,0.163959998,0.397495474,0.549751292,0.704936143,0.787053967,0.138769343,0.819961799
201600,4,48,4,MOD_snn_4_48_4-100,EMB_snn_4_48_4-100,0.032522451,0.048372059,0.143399312,0.360713757,0.513145925,0.678969645,0.77276917,0.143642137,0.810797391
201600,4,48,6,MOD_snn_4_48_6-50,EMB_snn_4_48_6-50,0.189289809,0.227793721,0.350610227,0.578625452,0.696085881,0.800785961,0.851961297,0.093137278,0.871818281
201600,4,48,6,MOD_snn_4_48_6-75,EMB_snn_4_48_6-75,0.171639809,0.212645154,0.34246731,0.554617548,0.666408478,0.77525537,0.836557941,0.104812126,0.860155862
201600,4,48,6,MOD_snn_4_48_6-100,EMB_snn_4_48_6-100,0.156994462,0.198649964,0.325304635,0.534100064,0.649351422,0.759019629,0.815830029,0.112945244,0.84783504
201600,4,48,8,MOD_snn_4_48_8-50,EMB_snn_4_48_8-50,0.024850543,0.029130855,0.063175925,0.153831498,0.229998101,0.345967314,0.443124222,0.391527419,0.59819004
201600,4,48,8,MOD_snn_4_48_8-75,EMB_snn_4_48_8-75,0.026377873,0.031892903,0.060900523,0.141386666,0.215937662,0.335245929,0.436680251,0.390257151,0.596399478
201600,4,48,8,MOD_snn_4_48_8-100,EMB_snn_4_48_8-100,0.025640852,0.03035134,0.062038541,0.148892262,0.224625477,0.343773634,0.441011912,0.390849846,0.598072625
201600,4,48,16,MOD_snn_4_48_16-50,EMB_snn_4_48_16-50,0.180996504,0.243029369,0.418550457,0.645376564,0.743714606,0.832349868,0.880186742,0.066971729,0.896358357
201600,4,48,16,MOD_snn_4_48_16-75,EMB_snn_4_48_16-75,0.170214268,0.231029554,0.408608216,0.618621598,0.726254798,0.827926329,0.881362543,0.065887945,0.893848948
201600,4,48,16,MOD_snn_4_48_16-100,EMB_snn_4_48_16-100,0.171269521,0.22951203,0.402647861,0.63058276,0.732977046,0.829298453,0.881445383,0.061083622,0.896367269
201600,4,48,32,MOD_snn_4_48_32-50,EMB_snn_4_48_32-50,0.053857106,0.08364923,0.192089667,0.351757815,0.441226441,0.557089909,0.637582661,0.236477154,0.726253296
201600,4,48,32,MOD_snn_4_48_32-75,EMB_snn_4_48_32-75,0.057940622,0.084177713,0.191365954,0.354217679,0.447245764,0.563464705,0.641687261,0.23258606,0.729408023
201600,4,48,32,MOD_snn_4_48_32-100,EMB_snn_4_48_32-100,0.050715552,0.074960562,0.164019386,0.306389997,0.399869552,0.518831239,0.605290979,0.257637418,0.704092043
203904,8,24,4,MOD_snn_8_24_4-50,EMB_snn_8_24_4-50,0.033463477,0.050481216,0.153266034,0.397933826,0.551182951,0.709165925,0.794437714,0.132942419,0.823582843
203904,8,24,4,MOD_snn_8_24_4-75,EMB_snn_8_24_4-75,0.032100369,0.047552647,0.142240332,0.37190921,0.523209632,0.691043062,0.785374525,0.142219381,0.819019964
203904,8,24,4,MOD_snn_8_24_4-100,EMB_snn_8_24_4-100,0.03160465,0.047228221,0.14461651,0.37421458,0.530305297,0.689826196,0.780892354,0.141019178,0.814770833
203904,8,24,6,MOD_snn_8_24_6-50,EMB_snn_8_24_6-50,0.053573656,0.080765125,0.210173975,0.465249874,0.609494449,0.753106048,0.826636469,0.107210164,0.847131893
203904,8,24,6,MOD_snn_8_24_6-75,EMB_snn_8_24_6-75,0.057435617,0.086221624,0.229199209,0.495088504,0.630654525,0.763753027,0.835265185,0.103193742,0.853381933
203904,8,24,6,MOD_snn_8_24_6-100,EMB_snn_8_24_6-100,0.060802443,0.088291366,0.215386629,0.450884257,0.588366914,0.727611735,0.808909248,0.116894732,0.835395923
203904,8,24,8,MOD_snn_8_24_8-50,EMB_snn_8_24_8-50,0.047893899,0.076705087,0.213721621,0.456662142,0.586163959,0.717747869,0.793885315,0.123029868,0.827868769
203904,8,24,8,MOD_snn_8_24_8-75,EMB_snn_8_24_8-75,0.053629074,0.083466484,0.21654317,0.451458224,0.581298323,0.719376443,0.797843291,0.116401554,0.831231803
203904,8,24,8,MOD_snn_8_24_8-100,EMB_snn_8_24_8-100,0.050000948,0.077632931,0.201438296,0.438227458,0.567787389,0.702176932,0.780999573,0.12217562,0.819843203
203904,8,24,16,MOD_snn_8_24_16-50,EMB_snn_8_24_16-50,0.222564797,0.272231168,0.423243412,0.621869823,0.719443813,0.809516869,0.859881181,0.077024033,0.881597533
203904,8,24,16,MOD_snn_8_24_16-75,EMB_snn_8_24_16-75,0.158643458,0.20396006,0.37086244,0.585558995,0.685699313,0.787513123,0.844177125,0.080454092,0.869500428
203904,8,24,16,MOD_snn_8_24_16-100,EMB_snn_8_24_16-100,0.170779115,0.213643766,0.3559608,0.553719075,0.65226646,0.759824809,0.822832203,0.098209658,0.854149638
203904,8,24,32,MOD_snn_8_24_32-50,EMB_snn_8_24_32-50,0.090713863,0.142416142,0.334461534,0.582724117,0.699700265,0.807074975,0.866889836,0.066198727,0.881359053
203904,8,24,32,MOD_snn_8_24_32-75,EMB_snn_8_24_32-75,0.100951883,0.154961639,0.332130308,0.570456724,0.684283791,0.795494029,0.856008445,0.071373394,0.875252528
203904,8,24,32,MOD_snn_8_24_32-100,EMB_snn_8_24_32-100,0.092500913,0.143979205,0.323417245,0.560613843,0.678829784,0.793104155,0.853672761,0.074090441,0.872325005
205056,16,12,4,MOD_snn_16_12_4-50,EMB_snn_16_12_4-50,0.039786782,0.066954007,0.197381867,0.44214633,0.58592197,0.73189674,0.802272153,0.12582318,0.828523932
205056,16,12,4,MOD_snn_16_12_4-75,EMB_snn_16_12_4-75,0.043107925,0.069420089,0.193694396,0.431409515,0.574494284,0.716780116,0.791250786,0.129023416,0.82407716
205056,16,12,4,MOD_snn_16_12_4-100,EMB_snn_16_12_4-100,0.039748597,0.065549737,0.181450923,0.407093951,0.548039792,0.702408933,0.790817619,0.135626148,0.819027211
205056,16,12,6,MOD_snn_16_12_6-50,EMB_snn_16_12_6-50,0.061527646,0.098120069,0.232818255,0.484020381,0.616759919,0.742684572,0.809740349,0.110906039,0.838227212
205056,16,12,6,MOD_snn_16_12_6-75,EMB_snn_16_12_6-75,0.059838298,0.091237733,0.225246236,0.462263609,0.588289538,0.717998248,0.79519873,0.122166665,0.829278164
205056,16,12,6,MOD_snn_16_12_6-100,EMB_snn_16_12_6-100,0.049514713,0.076623709,0.194584649,0.426712411,0.562335744,0.69917107,0.777272143,0.137095577,0.815469853
205056,16,12,8,MOD_snn_16_12_8-50,EMB_snn_16_12_8-50,0.056963577,0.089833562,0.23573563,0.481821223,0.611663479,0.738489582,0.809693762,0.113926877,0.838516555
205056,16,12,8,MOD_snn_16_12_8-75,EMB_snn_16_12_8-75,0.052717207,0.084329566,0.214388873,0.453635328,0.58549091,0.722630851,0.79616091,0.118946906,0.829869806
205056,16,12,8,MOD_snn_16_12_8-100,EMB_snn_16_12_8-100,0.044494486,0.073580938,0.211118151,0.448054076,0.583241413,0.72087969,0.798584546,0.120224181,0.830001746
205056,16,12,16,MOD_snn_16_12_16-50,EMB_snn_16_12_16-50,0.157810635,0.225007483,0.423339715,0.646646104,0.746099593,0.837021872,0.886900041,0.060565606,0.897426462
205056,16,12,16,MOD_snn_16_12_16-75,EMB_snn_16_12_16-75,0.152440609,0.219861249,0.41586062,0.628971244,0.730505638,0.822508145,0.874143776,0.07024553,0.888542586
205056,16,12,16,MOD_snn_16_12_16-100,EMB_snn_16_12_16-100,0.156954603,0.225427331,0.424477989,0.618508475,0.716385008,0.81092065,0.862193253,0.07384175,0.881995127
205056,16,12,32,MOD_snn_16_12_32-50,EMB_snn_16_12_32-50,0.087327294,0.13765753,0.315330216,0.53564183,0.646580399,0.758865602,0.823506017,0.094687063,0.852831456
205056,16,12,32,MOD_snn_16_12_32-75,EMB_snn_16_12_32-75,0.086980872,0.133075787,0.299954082,0.533133273,0.646638176,0.761525026,0.829970739,0.087619069,0.856299881
205056,16,12,32,MOD_snn_16_12_32-100,EMB_snn_16_12_32-100,0.083350212,0.126051937,0.290074318,0.515557438,0.631449817,0.754256747,0.825554287,0.094387184,0.851091009
205440,24,8,4,MOD_snn_24_8_4-50,EMB_snn_24_8_4-50,0.037368228,0.057239754,0.171364483,0.409384793,0.55136861,0.705149768,0.780818505,0.140977287,0.816398374
205440,24,8,4,MOD_snn_24_8_4-75,EMB_snn_24_8_4-75,0.042885933,0.069930823,0.173829847,0.399417777,0.537501974,0.686431354,0.772034962,0.144819557,0.809302144
205440,24,8,4,MOD_snn_24_8_4-100,EMB_snn_24_8_4-100,0.034525954,0.058027901,0.167120947,0.38677297,0.523494767,0.679188613,0.766320467,0.147098293,0.805896617
205440,24,8,6,MOD_snn_24_8_6-50,EMB_snn_24_8_6-50,0.142242843,0.209705351,0.395334158,0.627887548,0.73330754,0.828315385,0.876581451,0.07364864,0.890095698
205440,24,8,6,MOD_snn_24_8_6-75,EMB_snn_24_8_6-75,0.129373598,0.194942676,0.363771828,0.587134937,0.697631488,0.800546177,0.860316802,0.084958253,0.87669779
205440,24,8,6,MOD_snn_24_8_6-100,EMB_snn_24_8_6-100,0.122357008,0.185631417,0.365163661,0.58439625,0.688708922,0.788241744,0.845980064,0.098398129,0.867839098
205440,24,8,8,MOD_snn_24_8_8-50,EMB_snn_24_8_8-50,0.056519628,0.091182704,0.229298502,0.472548208,0.613533511,0.748918541,0.819154212,0.109907988,0.840876328
205440,24,8,8,MOD_snn_24_8_8-75,EMB_snn_24_8_8-75,0.051725107,0.084666285,0.220923896,0.462270108,0.59759634,0.72894656,0.801700684,0.119270712,0.831010938
205440,24,8,8,MOD_snn_24_8_8-100,EMB_snn_24_8_8-100,0.051542228,0.077478657,0.210269775,0.443809253,0.575574197,0.711420562,0.78766136,0.124755877,0.824957748
205440,24,8,16,MOD_snn_24_8_16-50,EMB_snn_24_8_16-50,0.07325241,0.110324713,0.277131915,0.537577823,0.668183753,0.788681706,0.851192803,0.085394756,0.867071891
205440,24,8,16,MOD_snn_24_8_16-75,EMB_snn_24_8_16-75,0.059127026,0.096233057,0.251832195,0.509129335,0.641608386,0.768928432,0.836517155,0.090079866,0.858337951
205440,24,8,16,MOD_snn_24_8_16-100,EMB_snn_24_8_16-100,0.070354658,0.107409288,0.270563933,0.52540349,0.65129041,0.769069457,0.834233577,0.094347865,0.857594899
205440,24,8,32,MOD_snn_24_8_32-50,EMB_snn_24_8_32-50,0.102943925,0.156950811,0.351937701,0.585391368,0.69793054,0.801360881,0.860666815,0.069034088,0.879678575
205440,24,8,32,MOD_snn_24_8_32-75,EMB_snn_24_8_32-75,0.084426262,0.132998152,0.304843495,0.544571529,0.659158412,0.777782646,0.843030358,0.081964331,0.865835964
205440,24,8,32,MOD_snn_24_8_32-100,EMB_snn_24_8_32-100,0.084863829,0.129183803,0.306465268,0.544341185,0.663824363,0.775829968,0.843417293,0.077391883,0.866398686
205632,32,6,4,MOD_snn_32_6_4-50,EMB_snn_32_6_4-50,0.038132486,0.053562278,0.138719797,0.322129144,0.431295172,0.551603295,0.632328246,0.257525202,0.720498756
205632,32,6,4,MOD_snn_32_6_4-75,EMB_snn_32_6_4-75,0.033583903,0.046789037,0.127132306,0.301543865,0.408389539,0.537281585,0.623932143,0.265296675,0.712128204
205632,32,6,4,MOD_snn_32_6_4-100,EMB_snn_32_6_4-100,0.033439261,0.046096131,0.133269216,0.32809641,0.444667945,0.572305883,0.657670113,0.236664938,0.735465196
205632,32,6,6,MOD_snn_32_6_6-50,EMB_snn_32_6_6-50,0.080431036,0.123270384,0.247641705,0.419026532,0.509281217,0.613612267,0.689525643,0.207777233,0.765792342
205632,32,6,6,MOD_snn_32_6_6-75,EMB_snn_32_6_6-75,0.074687336,0.113324516,0.231808269,0.400165737,0.496933868,0.606622884,0.68065291,0.213063655,0.758107294
205632,32,6,6,MOD_snn_32_6_6-100,EMB_snn_32_6_6-100,0.075024612,0.113896316,0.224303596,0.398610222,0.493179915,0.598704101,0.673813178,0.218231413,0.752222806
205632,32,6,8,MOD_snn_32_6_8-50,EMB_snn_32_6_8-50,0.162734481,0.206359297,0.359564108,0.596642007,0.711675073,0.811129566,0.866461047,0.080713251,0.884966316
205632,32,6,8,MOD_snn_32_6_8-75,EMB_snn_32_6_8-75,0.200284549,0.244636466,0.381680084,0.582270316,0.680995735,0.782186863,0.845742612,0.091504344,0.869777632
205632,32,6,8,MOD_snn_32_6_8-100,EMB_snn_32_6_8-100,0.188735557,0.233822862,0.377017572,0.572576048,0.680259868,0.788000775,0.848178242,0.084535396,0.874014395
205632,32,6,16,MOD_snn_32_6_16-50,EMB_snn_32_6_16-50,0.078386229,0.121151375,0.290176844,0.528715999,0.640174264,0.754562838,0.821640503,0.093003793,0.849905429
205632,32,6,16,MOD_snn_32_6_16-75,EMB_snn_32_6_16-75,0.067787726,0.109416838,0.282476038,0.517196586,0.632100407,0.748423334,0.818750475,0.099129647,0.848799545
205632,32,6,16,MOD_snn_32_6_16-100,EMB_snn_32_6_16-100,0.071243853,0.116948564,0.289284145,0.531390548,0.645069811,0.757719869,0.822273873,0.096585025,0.85176599
205632,32,6,32,MOD_snn_32_6_32-50,EMB_snn_32_6_32-50,0.116700376,0.167957528,0.347994441,0.582709483,0.69403179,0.799354415,0.85822929,0.070418009,0.876837081
205632,32,6,32,MOD_snn_32_6_32-75,EMB_snn_32_6_32-75,0.093766759,0.137184039,0.318732463,0.558444528,0.675951568,0.784538457,0.846773281,0.074717381,0.868845389
205632,32,6,32,MOD_snn_32_6_32-100,EMB_snn_32_6_32-100,0.109563272,0.15519641,0.328401024,0.555730281,0.668419772,0.778237622,0.843143079,0.077391766,0.866486551
400680,4,90,4,MOD_snn_4_90_4-50,EMB_snn_4_90_4-50,0.0360344,0.054892432,0.158064601,0.373717588,0.513036658,0.67330668,0.773996381,0.141421768,0.81212275
400680,4,90,4,MOD_snn_4_90_4-75,EMB_snn_4_90_4-75,0.032434698,0.047733078,0.141574256,0.355457501,0.499154222,0.657125993,0.756262283,0.152740792,0.801356423
400680,4,90,4,MOD_snn_4_90_4-100,EMB_snn_4_90_4-100,0.0346033,0.052105383,0.145569742,0.348742591,0.483957649,0.642626028,0.745293121,0.159204565,0.794297644
400680,4,90,6,MOD_snn_4_90_6-50,EMB_snn_4_90_6-50,0.042436768,0.064982579,0.182060411,0.418342151,0.552079062,0.702660896,0.791103704,0.123965557,0.827169786
400680,4,90,6,MOD_snn_4_90_6-75,EMB_snn_4_90_6-75,0.043392561,0.066582488,0.170655398,0.378646155,0.515015072,0.668167465,0.767213449,0.139516209,0.809590483
400680,4,90,6,MOD_snn_4_90_6-100,EMB_snn_4_90_6-100,0.037566085,0.055826743,0.157981292,0.360045077,0.497722274,0.655357404,0.752686141,0.151096807,0.801480186
400680,4,90,8,MOD_snn_4_90_8-50,EMB_snn_4_90_8-50,0.105417617,0.19118705,0.340118564,0.524439649,0.630950194,0.749393705,0.817608039,0.101292351,0.853942562
400680,4,90,8,MOD_snn_4_90_8-75,EMB_snn_4_90_8-75,0.093676418,0.169073812,0.325985883,0.521019533,0.627646928,0.743554256,0.814776352,0.104755494,0.848748886
400680,4,90,8,MOD_snn_4_90_8-100,EMB_snn_4_90_8-100,0.10997701,0.197407318,0.352995608,0.532183028,0.630499173,0.741578402,0.814911449,0.108395631,0.851017935
